           0     -9.64016
  0.00839416     -9.67936
   0.0167883     -9.78786
   0.0251825     -9.94506
   0.0335766     -10.1305
   0.0419708     -10.3287
    0.050365     -10.5293
   0.0587591     -10.7256
   0.0671533     -10.9134
   0.0755474     -11.0897
   0.0839416     -11.2525
   0.0923357     -11.4005
     0.10073     -11.5327
    0.109124     -11.6483
    0.117518     -11.7468
    0.125912     -11.8279
    0.134307     -11.8913
    0.142701     -11.9366
    0.151095     -11.9639
    0.159489      -11.973
    0.159489      -11.973
    0.169182     -11.9609
    0.178875     -11.9245
    0.188567     -11.8639
     0.19826     -11.7792
    0.207953     -11.6705
    0.217645      -11.538
    0.227338      -11.382
    0.237031     -11.2026
    0.246724     -11.0002
    0.256416     -10.7751
    0.266109     -10.5279
    0.275802     -10.2589
    0.285495     -9.96866
    0.295187     -9.65806
     0.30488     -9.32756
    0.314573     -8.97826
    0.324266     -8.61086
    0.333958     -8.22656
    0.343651     -7.82656
    0.343651     -7.82656
    0.347078     -7.82716
    0.350505     -7.82906
    0.353932     -7.83226
    0.357359     -7.83686
    0.360786     -7.84306
    0.364212     -7.85096
    0.367639     -7.86086
    0.371066     -7.87286
    0.374493     -7.88746
     0.37792     -7.90486
    0.381347     -7.92536
    0.384774     -7.94936
    0.388201     -7.97716
    0.391628     -8.00916
    0.395055     -8.04556
    0.398482     -8.08676
    0.401908     -8.13276
    0.405335     -8.18396
    0.408762     -8.24016
    0.408762     -8.24016
    0.419043     -8.43906
    0.429324     -8.67826
    0.439604     -8.94796
    0.449885     -9.23666
    0.460166     -9.53386
    0.470446     -9.83056
    0.480727     -10.1199
    0.491008     -10.3967
    0.501289     -10.6571
    0.511569     -10.8982
     0.52185      -11.118
    0.532131     -11.3147
    0.542411     -11.4871
    0.552692     -11.6343
    0.562973     -11.7556
    0.573253     -11.8505
    0.583534     -11.9185
    0.593815     -11.9594
    0.604096      -11.973

           0     -6.98056
  0.00839416     -6.92416
   0.0167883     -6.76436
   0.0251825     -6.52166
   0.0335766     -6.21706
   0.0419708     -5.86616
    0.050365     -5.47976
   0.0587591     -5.06526
   0.0671533     -4.62776
   0.0755474     -4.17126
   0.0839416     -3.69916
   0.0923357     -3.21486
     0.10073     -2.72186
    0.109124     -2.22506
    0.117518     -1.73076
    0.125912     -1.24906
    0.134307    -0.796562
    0.142701    -0.402762
    0.151095    -0.118262
    0.159489   -0.0110615
    0.159489   -0.0110615
    0.169182   -0.0930615
    0.178875    -0.317962
    0.188567    -0.642362
     0.19826     -1.02816
    0.207953     -1.45066
    0.217645     -1.89506
    0.227338     -2.35276
    0.237031     -2.81856
    0.246724     -3.28906
    0.256416     -3.76176
    0.266109     -4.23486
    0.275802     -4.70656
    0.285495     -5.17516
    0.295187     -5.63896
     0.30488     -6.09626
    0.314573     -6.54526
    0.324266     -6.98436
    0.333958     -7.41196
    0.343651     -7.82656
    0.343651     -7.82656
    0.347078     -7.82486
    0.350505     -7.81996
    0.353932     -7.81176
    0.357359     -7.80026
    0.360786     -7.78556
    0.364212     -7.76746
    0.367639     -7.74616
    0.371066     -7.72166
    0.374493     -7.69376
     0.37792     -7.66266
    0.381347     -7.62826
    0.384774     -7.59066
    0.388201     -7.54976
    0.391628     -7.50566
    0.395055     -7.45826
    0.398482     -7.40766
    0.401908     -7.35376
    0.405335     -7.29666
    0.408762     -7.23636
    0.408762     -7.23636
    0.419043     -7.03606
    0.429324     -6.80706
    0.439604     -6.54956
    0.449885     -6.26376
    0.460166     -5.95016
    0.470446     -5.60916
    0.480727     -5.24116
    0.491008     -4.84686
    0.501289     -4.42706
    0.511569     -3.98306
     0.52185     -3.51606
    0.532131     -3.02826
    0.542411     -2.52296
    0.552692     -2.00506
    0.562973     -1.48336
    0.573253    -0.973762
    0.583534    -0.508262
    0.593815    -0.152062
    0.604096   -0.0110615

           0     -1.20896
  0.00839416     -1.20396
   0.0167883     -1.18906
   0.0251825     -1.16426
   0.0335766     -1.12956
   0.0419708     -1.08516
    0.050365     -1.03106
   0.0587591    -0.967562
   0.0671533    -0.894962
   0.0755474    -0.813862
   0.0839416    -0.725162
   0.0923357    -0.629862
     0.10073    -0.529662
    0.109124    -0.426962
    0.117518    -0.324862
    0.125912    -0.227762
    0.134307    -0.141362
    0.142701   -0.0720615
    0.151095   -0.0267615
    0.159489   -0.0110615
    0.159489   -0.0110615
    0.169182   -0.0629615
    0.178875    -0.204162
    0.188567    -0.404162
     0.19826    -0.635462
    0.207953    -0.879262
    0.217645     -1.12366
    0.227338     -1.36156
    0.237031     -1.58826
    0.246724     -1.80066
    0.256416     -1.99656
    0.266109     -2.17446
    0.275802     -2.33336
    0.285495     -2.47236
    0.295187     -2.59076
     0.30488     -2.68826
    0.314573     -2.76446
    0.324266     -2.81896
    0.333958     -2.85176
    0.343651     -2.86276
    0.343651     -2.86276
    0.347078     -2.87326
    0.350505     -2.90416
    0.353932     -2.95386
    0.357359     -3.01956
    0.360786     -3.09856
    0.364212     -3.18776
    0.367639     -3.28416
    0.371066     -3.38516
    0.374493     -3.48856
     0.37792     -3.59216
    0.381347     -3.69426
    0.384774     -3.79336
    0.388201     -3.88816
    0.391628     -3.97746
    0.395055     -4.06026
    0.398482     -4.13596
    0.401908     -4.20376
    0.405335     -4.26306
    0.408762     -4.31366
    0.408762     -4.31366
    0.419043     -4.41086
    0.429324     -4.42746
    0.439604     -4.36986
    0.449885     -4.24766
    0.460166     -4.07076
    0.470446     -3.84756
    0.480727     -3.58526
    0.491008     -3.29016
    0.501289     -2.96756
    0.511569     -2.62286
     0.52185     -2.26146
    0.532131     -1.88966
    0.542411     -1.51516
    0.552692     -1.14766
    0.562973    -0.800062
    0.573253    -0.489262
    0.583534    -0.237362
    0.593815   -0.0700615
    0.604096   -0.0110615

           0     -1.20896
  0.00839416     -1.20396
   0.0167883     -1.18906
   0.0251825     -1.16426
   0.0335766     -1.12956
   0.0419708     -1.08516
    0.050365     -1.03106
   0.0587591    -0.967562
   0.0671533    -0.894962
   0.0755474    -0.813862
   0.0839416    -0.725162
   0.0923357    -0.629862
     0.10073    -0.529662
    0.109124    -0.426962
    0.117518    -0.324862
    0.125912    -0.227762
    0.134307    -0.141362
    0.142701   -0.0720615
    0.151095   -0.0267615
    0.159489   -0.0110615
    0.159489   -0.0110615
    0.169182   -0.0629615
    0.178875    -0.204162
    0.188567    -0.404162
     0.19826    -0.635462
    0.207953    -0.879262
    0.217645     -1.12366
    0.227338     -1.36156
    0.237031     -1.58826
    0.246724     -1.80066
    0.256416     -1.99656
    0.266109     -2.17446
    0.275802     -2.33336
    0.285495     -2.47236
    0.295187     -2.59076
     0.30488     -2.68826
    0.314573     -2.76446
    0.324266     -2.81896
    0.333958     -2.85176
    0.343651     -2.86276
    0.343651     -2.86276
    0.347078     -2.86156
    0.350505     -2.85786
    0.353932     -2.85176
    0.357359     -2.84326
    0.360786     -2.83236
    0.364212     -2.81906
    0.367639     -2.80326
    0.371066     -2.78516
